Product,Price,Rating
Southern Hills Cabernet Sauvignon 2014,14.29,3.8
Merlot 2017,12.10,3.7
Chakalaka 2016,19.90,4.2
Baccaro Primitivo 2018,5.80,3.7
Terroir du Trias Bandol Rouge 2010,55.90,3.9
Passamante Salice Salentino 2018,9.95,3.9
Blooms Field Pinot Noir 2016,65,4.2
Chinon Rouge 2017,14.14,3.7
Les Challeys Saint-Joseph 2017,19.39,3.8
Reserva Duas Quintas Tinto 2017,32.90,4.3
Touriga Nacional 2016,5.75,3.5
Tre 2016,11.06,3.8
Lanzaga Rioja 2013,21.50,3.6
Chianti 2017,6.95,3.0
La Suerte de Arrayán Garnacha 2015,12.90,3.6
Les Terroirs Saint-Chinian 2015,7.75,3.7
Syrah 2016,18.99,3.9
Vi de Villa Bellmunt Priorat Tinto 2016,19.58,3.8
Malbec Reserva 2017,10.50,3.6
Petit Clos Pinot Noir 2018,16.08,3.5
Le Difese 2018,18.33,3.8
Haut-Médoc (Grand Cru Classé) 2016,37.04,3.9
Bourgogne Pinot Noir 2017,13.55,3.6
Cabernet Sauvignon 2016,15.79,3.9
Crianza 2016,9.90,4.0
Ventus 2013,21.45,3.7
Cabernet Sauvignon - Merlot 2012,22.90,4.1
Gabarinza 2011,39.95,4.2
Can Catorra 2012,42.89,3.8
Bin 407 Cabernet Sauvignon 2017,69.29,4.1
Côte de Nuits Villages Le Vaucrain 2014,33.45,3.7
Fidelis Aglianico del Taburno 2014,8.90,3.6
Langhe Nebbiolo 2016,20.65,3.7
Pian di Rémole Rosso 2017,8.44,3.6
Pauillac (Grand Cru Classé) 2016,91.25,4.2
Tinto 2011,5.90,3.5
Dolcetto d'Alba Colombé 2018,10.90,3.6
Saint-Émilion Grand Cru 2015,22.35,4.1
Ribera del Duero 2016,26.12,4.1
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,54.81,4.1
Portillo Merlot 2019,7.50,3.4
JT Rouge Costières de Nîmes 2010,46.79,3.6
I Tratturi Negroamaro 2018,5.95,3.7
Le Pergole Torte 2016,193.03,4.5
Barolo 2015,37.90,4.1
Neropasso Originale Veneto Rosso 2017,8.52,4.0
Rosso di Montalcino 2015,15.68,3.9
Pinot Noir 2017,32.50,3.8
Haut-Médoc (Grand Cru Classé) 2011,37.03,3.8
Dedicato a Walter Bolgheri Superiore 2009,79.90,4.4
Costadune Nero d’Avola 2018,5.71,3.4
Merlot 2017,5.72,3.5
Merlot 2013,27.29,3.9
Gran Maestro Appassimento Rosso 2017,6.81,3.6
Saint-Émilion Grand Cru 2015,17.90,4.1
Pomerol 2014,46.79,3.8
Saint-Estèphe 2005,36.95,3.8
Bonne Pioche Pic-Saint-Loup 2013,12.50,3.7
Saint-Émilion Grand Cru 2005,76.95,4.2
Pinot Noir 2015,27.50,3.9
Crianza 2016,13.30,4.0
Corte del Lupo Curtefranca 2017,22.90,3.9
Cosecha 2016,34.61,4.4
Malbec 2017,7.21,3.4
Barolo 2014,18.85,3.9
La Réserve Malbec 2015,6.77,3.4
The Laughing Magpie Shiraz - Viognier 2014,23.45,3.7
Médoc 2013,14.75,3.4
Valpolicella Classico 2015,11.69,3.3
Pomares Tinto 2018,8.45,3.8
Familiae Primitivo di Manduria 2017,9.40,3.8
Lalande-de-Pomerol 2016,34.95,4.1
Quinta de Vale Veados 2015,8.45,3.5
Chianti Classico 2016,9.99,3.8
Lourens River Valley 2013,19.45,4.1
Zambujeiro 2013,79.68,4.5
Perpetual 2016,39.99,4.3
Bolgheri 2017,19.50,3.8
Chianti Rùfina Riserva 2016,14.06,3.8
Rioja Reserva 2014,15.39,4.1
Le Calcifére Malbec de Cahors 2014,25.25,4.2
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,109.95,4.2
Bandol Rouge 2009,55.90,4.1
Valpolicella Ripasso 2016,11.70,3.7
Hermitage La Chapelle Rouge 1988,209.60,4.3
Les Crestes Priorat 2018,16.47,3.8
Les Grandes Terrasses Cornas 2013,39.90,3.9
Fronsac 2008,19.45,3.8
Margaux (Grand Cru Classé) 2016,140.60,4.2
Primitivo 2018,7.49,3.8
Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2012,21.89,4.1
Estate Malbec (Premium) 2017,12.50,3.7
Bonacosta Valpolicella Classico 2018,10.99,3.5
Red 2016,16.59,3.9
Roggio del Filare Rosso Piceno Superiore 2016,25.89,4.1
Pomerol 2012,3410.79,4.7
Aglianico Castel del Monte Bocca di Lupo 2014,54.21,4.2
Le Champ du Coq 2017,7.95,3.9
Pomerol 2006,63.44,4.1
Conde de Valdemar Tempranillo 2017,5.90,3.4
Nero d'Avola 2017,6.45,3.5
Berardenga Chianti Colli Senesi 2016,13.37,3.5
Fronsac 2005,36.95,3.9
Squarcialupi Chianti Classico Riserva 2015,22,3.7
Bernardeschi Governo 2017,9.65,4.0
Alentejano Tonel Nº 3 - 4 2013,136.47,4.6
Carapace Montefalco Sagrantino 2015,26.80,4.1
Reserva 2015,36.99,4.1
Ansela van de Caab 2016,16.88,4.2
Etna Santo Spirito Rosso 2017,32.79,4.1
Le Lucére Brunello di Montalcino 2012,56.75,4.3
Ripasso 2017,17.29,3.8
Valpolicella Classico 2017,8.68,3.6
Mercury Head Cabernet Sauvignon 2017,170.59,4.6
Villalar 2011,8.95,3.6
Barbera d'Alba 2016,12.21,3.7
Senes Cannonau de Sardegna Riserva 2015,15.85,4.0
Hermitage La Petite Chapelle 2014,62.08,4.2
Ribeo Morellino di Scansano 2016,14.50,3.7
Cabernet Sauvignon 2017,7.63,3.5
Lagar de Baixo Baga 2015,16.23,3.5
Vinea Tempranillo Crianza 2016,9.89,3.6
Pasionado Malbec 2015,29.15,4.3
Dolcetto d'Alba 2018,7.08,3.6
Haut-Médoc 2012,11.99,3.5
Gran Reserva Merlot 2018,9.50,4.2
Saint-Estèphe 2016,38.90,4.0
Pauillac (Grand Cru Classé) 2005,169.95,4.4
Talento 2012,16.72,3.8
Pauillac (Premier Grand Cru Classé) 1989,1168.77,4.6
Director's Merlot 2012,25.90,3.8
Max's Shiraz - Cabernet 2018,24.39,3.8
Amarone della Valpolicella Classico 2011,272.25,4.7
Esprit de Tablas 2014,59,4.1
Cabernet Sauvignon Sicilia 2017,6.25,3.7
Baltos Mencía 2016,12.14,3.6
Côte de Beaune-Villages 2014,22.38,3.8
Timperosse 2018,11.15,3.6
Hermitage 2016,48.90,4.3
Baron de Brane Margaux 2015,36.11,4.0
Toscana 2017,20.65,4.0
Valbuena 5º 2015,131,4.6
Old Vine Zinfandel 2013,53.58,4.1
Red 2017,20.47,4.1
Les Fontanilles Minervois 2016,20.95,3.8
Pomerol 2014,35.09,4.0
Rioja Crianza 2015,8.75,3.6
Saint-Émilion Grand Cru 2017,14.80,4.0
Médoc 2015,21.50,3.9
Cabernet Sauvignon - Merlot 2015,9.44,3.4
Pomerol 1999,109.95,4.3
Tinto 2018,8.32,3.6
12 e Mezzo Malvasia Nera del Salento 2016,7.25,3.9
Mount Hermon Indigo 2017,12.14,3.4
Brecciarolo Rosso Piceno Superiore 2017,6.90,3.6
Limited Edition 10 Vendemmie N.V.,30.90,4.6
Selección Especial Sardon de Duero 2016,23.30,4.3
Garnatxa 2015,6.99,3.3
Pinot Nero Schweizer 2016,38.50,4.2
Evo 2013,11.65,3.9
Blaye - Côtes de Bordeaux 2016,8.50,3.7
Cuvée Spéciale Tibouren Rouge (Tradition) 2018,17.90,4.0
Spätburgunder (Markgräflerland) 2017,9.50,3.9
Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2010,115.43,4.5
Crianza 2016,10.50,3.9
Saint-Julien (Grand Cru Classé) 2011,83.90,4.2
Domaine des Tourettes Hermitage Rouge 2014,60.92,4.2
Mille 1 Garda Rosso 2017,14.90,3.8
Cèdre Héritage Malbec 2015,8.50,3.7
Pomerol 2011,90.54,4.2
Vino Nobile di Montepulciano 2012,23.68,3.8
La Marchesana Primitivo 2018,7.90,4.0
Montepulciano d'Abruzzo (Unico) 2018,8.90,4.0
Barolo 2013,60.63,4.3
Secateurs Red Blend 2018,9.99,3.7
Merlot Les Grands Arbres 2018,6.73,3.3
Saint-Émilion Grand Cru 2010,54.95,4.0
Dolcetto d'Alba Treiso 2017,10.93,3.5
Cresasso Corvina Veronese 2010,66.45,4.2
Kepos 2016,15.44,3.8
Châteauneuf-du-Pape 2016,44.79,4.2
Langhe Nebbiolo 2018,14.53,3.8
M Red 2012,63.39,4.3
Modus Toscana 2013,37.79,3.8
Bin 389 Cabernet - Shiraz 2016,69.29,4.3
Southern Hills Cabernet Sauvignon 2015,10.99,3.8
Caractère 2015,9.99,3.7
Barbaresco 2014,16.98,3.7
Tiara 2015,19.80,4.1
Merlot 2018,5.50,3.7
Saint-Émilion Grand Cru 2015,21.95,3.6
Barbera d'Asti Superiore Epico 2015,39.47,4.3
Petit Verdot (PV) 2014,106.25,4.5
Chianti Classico 2011,20.50,3.7
Aida Montepulciano d'Abruzzo 2015,10.28,3.8
Bordeaux Rouge 2016,7.50,3.4
Rioja Gran Reserva 2011,18.45,3.9
Chianti Classico 2015,21.24,3.9
Cabernet Sauvignon 2017,16.75,3.7
Pomerol 2015,68.81,4.2
Cabernet Sauvignon 2016,9.26,3.4
Blauer Zweigelt 2017,8.70,3.6
Mencia 2017,5.99,3.5
Authentique Côtes du Roussillon Rouge 2013,7.75,3.8
Proprietary Red 2016,268.07,4.6
Saint-Émilion Grand Cru (Grand Cru Classé) 2006,27.30,3.9
Pleno Tempranillo 2018,4.31,3.5
Chianti Classico Bellezza Gran Selezione 2013,31.85,3.8
Bordeaux Supérieur 2017,10.93,3.6
Crianza 2016,8.85,3.8
Cabernet Sauvignon 2015,14.95,4.0
Pieve Santa Restituta Sugarille Brunello di Montalcino 2008,159,4.3
Lagar de Baixo Baga 2016,17.50,3.8
Mosaico Bolgheri 2011,24.27,3.9
Lucchine Valpolicella Classico 2017,9.90,3.4
Passo del Sud Appassimento Edizione 2016,12.03,3.9
Oenodea Red 2009,9.70,3.5
Côtes de Bourg 2015,68.95,4.2
Castillon - Côtes de Bordeaux 2016,15.95,3.7
Merlot 2017,12.50,3.9
Pannobile 2015,25.83,3.9
Buio Buio 2016,31.99,3.9
Black Label Pinotage 2017,179,4.6
Greppicante Bolgheri 2011,13.53,3.6
Mas La Plana Cabernet Sauvignon 2013,63.05,4.3
Adobe Cabernet Sauvignon (Reserva) 2018,8.45,3.5
Dedicato a Walter Bolgheri Superiore 2008,69.90,4.3
Selecció Tinto 2015,28.70,4.2
Baron de Brane Margaux 2014,28.65,3.9
Saint-Émilion Grand Cru 2015,21.57,4.1
Othello 2015,42.89,4.0
Lyndenhurst Cabernet Sauvignon 2015,75,4.3
Trincadeira 2015,21.45,4.2
Pater Sangiovese 2018,7.27,3.4
Résonance Vineyard Pinot Noir 2015,66.93,4.0
Les Grézeaux Chinon 2017,17.06,3.8
Bramare Malbec Uco Valley 2016,33.99,4.3
Margaux (Grand Cru Classé) 2012,57.51,4.2
Petit Verdot 2014,26.90,4.2
Madurado 2016,6.49,3.5
Heideboden Rot 2017,12.87,3.9
Filetta di Lamole Chianti Classico 2015,25.83,3.7
La Poja (Monovitigno Corvina Veronese) 2015,61.35,4.0
Barolo Castiglione 2016,46.79,4.1
Esperado Shiraz - Malbec 2014,7,3.3
Cirsion Rioja 2016,193.99,4.5
Chianti Classico Riserva 2013,29.48,3.7
Entresuelos Tempranillo 2016,7.90,3.9
Pommard 2015,58.19,4.1
Grange 2015,730.12,4.6
Lussac-Saint-Émilion 2015,27.29,3.6
Pomerol 2016,138.60,4.2
Steinzeiler 2013,81.36,4.3
La Cumbre Syrah 2008,57.42,4.3
Saint Cosme Crozes-Hermitage 2016,22,3.8
Valsotillo Finca Buenavista 2016,9.65,3.8
Gries Lagrein Riserva 2016,19.39,3.9
Campo dei Ciliegi Valpolicella Ripasso 2016,15.95,3.9
Rosso Piceno 2018,5.89,3.6
Châteauneuf-du-Pape Les Sinards Rouge 2017,30.74,4.2
Crianza 2016,6.70,3.6
Malbec 2016,18.99,3.9
Tinto 2013,8.87,3.7
Les Vieilles Vignes Cornas 2014,58,4.1
Vintners Blend Cabernet Sauvignon 2017,8.79,3.3
Teroldego Rotaliano 2015,11.86,3.8
Monastrell 2016,7.66,3.6
Barbera d'Alba Trevigne 2012,17.36,3.8
Brunello di Montalcino Riserva 1997,632.64,4.6
Pinzale Brunello di Montalcino 2013,30.99,4.3
Vinha da Francisca Douro 2015,61.81,4.5
El Rincón 2014,18.50,3.7
Pinotage 2018,9.75,3.8
Passaturo 2018,9.26,4.3
The Wolftrap Red 2018,6.30,3.4
Aconcagua Costa Syrah 2014,19.90,4.0
Merlot 2015,15.77,3.7
Margaux (Grand Cru Classé) 2014,287.56,4.4
Grandi Annate Vino Nobile di Montepulciano 2011,69.90,4.2
Brolo del Figaretto Amarone della Valpolicella Valpantena 2014,32.69,4.2
Moulis-en-Médoc 2016,21,3.9
Merlot 2018,8.78,3.4
Pessac-Léognan (Grand Cru Classé de Graves) 2016,63.77,4.0
Castel Firmian Cabernet Sauvignon Trentino 2018,7.27,3.8
Dolomite Cabernet Franc 2017,14.50,3.8
Seigneur de Maugiron Côte-Rôtie 2011,67.02,4.2
Pomerol 2013,38.02,3.9
Barolo Ravera 2014,49.95,3.9
Mas Donis Negre 2017,6.77,3.6
Albareda Sforzato di Valtellina 2015,55,4.3
Cabernet Sauvignon - Merlot 2017,6.70,3.2
Margaux (Grand Cru Classé) 2010,82.37,4.3
Fonterutoli Chianti Classico 2013,34.50,3.8
Grande Sélection Merlot Bordeaux Supérieur 2015,11.50,3.9
Amarone della Valpolicella Classico 2013,39,4.2
Cresasso Corvina Veronese 2011,28.03,4.2
Brunello di Montalcino 2011,49.90,4.2
Amarone della Valpolicella Classico 2011,92.15,4.0
La Tartufaia Barolo 2015,38.89,3.9
Brunello di Montalcino Prime Donne Selection 2013,39.95,4.5
La 50/50 2016,14.65,3.7
Dão Reserva 2014,16.99,3.9
Languedoc 2017,9.62,3.6
San Giuseppe Morellino di Scansano 2016,10.66,3.5
Amarone della Valpolicella 2016,29.50,4.3
Redigaffi Toscana 2012,193.03,4.4
Napanook 2016,86.76,4.1
Chianti Classico 2012,8.49,3.3
Frappato 2017,9.78,3.5
Tohuwabohu 2016,19.50,4.1
Amarone della Valpolicella Classico 2012,39,4.1
Brunello di Montalcino 2013,159.08,4.6
Numina Gran Corte 2016,19.40,4.2
Camins del Priorat 2018,16.90,4.0
Rouge (Gaston Hochar) 1998,37.92,4.3
Monte Bello 2016,208.20,4.5
TO Tempranillo 2017,4.74,3.6
Listrac-Médoc 2016,18.47,3.9
Haut-Médoc 2016,45.50,4.0
Fonte da Serrana Tinto 2018,5.98,3.8
Pauillac (Grand Cru Classé) 2016,219.33,4.5
St. Andrews Shiraz 2016,20.00,4.3
Merlot 2015,18.95,3.8
Ignaccio Rosso di Montalcino 2015,28.17,4.0
Saint-Émilion Grand Cru 2011,19.40,3.8
Cabernet Sauvignon 2016,30.43,4.1
Chianti 2018,9.59,3.7
Selección de Familia Reserva 2011,17.74,3.9
Shiraz 2017,25.80,4.2
Bandol 2013,28.95,3.8
Tianna Bocchoris Negre 2017,18.30,4.0
Prazo de Roriz Douro 2017,9.90,3.9
Pétalos 2018,15.18,3.7
Shiraz 2017,26.20,4.3
Molino a Vento Nerello Mascalese 2018,6.32,3.7
Le Stanze Toscana 2016,39.50,4.1
Shiraz 2018,11.50,3.6
Syrah d'Ogier 2017,11.90,3.9
Margaux (Grand Cru Classé) 2016,68.14,4.1
Valpolicella Ripasso 2016,12.55,3.8
Crianza 2016,7.60,3.6
Grumello Valtellina Superiore 2015,13.15,3.5
Burdese 2014,20.29,3.8
Le Haut-Médoc de Lagrange 2015,17.95,3.3
Pessac-Léognan (Grand Cru Classé de Graves) 2005,49.95,4.1
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,64.95,4.2
Kalterersee Classico Superiore 2018,7.02,3.4
Rioja Reserva 2013,13.99,4.0
Bicicleta Cabernet Sauvignon 2015,6.50,3.3
Brunello di Montalcino 2015,35.84,4.2
Saint-Émilion Grand Cru 2015,25.90,3.8
Connétable Talbot Saint-Julien 2005,116.95,4.1
Dolcetto d'Alba 2016,14.36,3.6
Siglo de Oro Cabernet Sauvignon 2017,6.20,3.4
Campo Casalvegri Valpolicella Classico Superiore 2016,17.50,4.0
Gigondas 2015,19.95,3.8
Opus Eximium 2017,25.24,3.9
Pagodes de Cos 2016,43.77,4.2
Brunello di Montalcino (Campo di Marzo) 2013,34.50,4.2
Terroir Series Coletto Malbec 2015,31.90,4.2
Reserva 2015,48.55,4.4
Vertigo 2018,13.53,3.8
Bordeaux Rouge 2017,10.50,3.5
Vino Nobile di Montepulciano 2014,17.74,3.9
Vigne Vecchie Leggenda Primitivo di Manduria 2016,17.50,4.4
Pauillac (Grand Cru Classé) 2000,385,4.5
Teroldego Morei 2015,32,3.9
Acuma 2018,7.90,4.1
Barbaresco 2017,26.89,3.8
Vinedos de La Provincia 2016,17.99,3.8
Pieve Santa Restituta Sugarille Brunello di Montalcino 2011,149,4.6
Simon Pic Saint Loup 2011,23.88,3.9
Sardón 2017,9.85,3.8
Pessac-Léognan 2005,129.95,4.2
Pian Romualdo Barbera d'Alba 2017,22.99,3.8
Haut-Médoc 2015,22.32,3.7
Rocca Guicciarda Chianti Classico Riserva 2015,19.90,3.8
Max Reserva Carmenère 2016,14.53,3.9
Pinotage (Stone Bridge) 2017,8.50,3.8
Spätburgunder (Pinot Noir) Trocken 2018,5.90,3.5
Pinot Noir 2014,72.13,4.4
Mount Hermon Red 2019,9.95,3.7
MMM Macho Man 2017,19.45,4.0
Grand Vin Minervois La Livinière 2015,18.50,3.9
Aurelio Maremma Toscana 2016,23.25,3.9
Sandstone Merlot 2013,14.04,3.7
Lohsa Morellino di Scansano 2017,10.90,3.5
Merlot 2019,5.95,3.7
Vino Nobile di Montepulciano 2016,19.50,3.9
Rocche del Santo Barbera d'Alba Superiore 2016,19.50,3.9
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,54.95,3.9
Saint-Émilion Grand Cru (Grand Cru Classé) 2011,68.92,4.3
Minervois (Syrah - Carignan) 2017,9.99,3.8
Rouge (Gaston Hochar) 2013,34.02,3.8
Vinha do Almo Escolha Tinto 2014,14.62,3.9
Crucillón 2018,4.30,3.3
Pinot Noir 2018,15.95,3.7
Margaux 2005,47.95,4.1
Pinot Noir 2015,22.50,3.8
Passivento Rosso 2018,8.29,4.0
Pinot Noir 2017,19.85,3.8
Crianza 2014,10.80,3.4
Cordillera Vigno Old Vines Carignan 2016,15.13,3.8
Crianza Ribera del Duero 2016,8.75,3.7
Piano Montevergine Taurasi 2012,45,4.0
Reserva Merlot 2017,6.54,3.5
Chianti Rufina 2018,12.60,3.7
Saint-Estèphe 2016,39,3.8
Emilio Primo Rosso 2017,22,3.7
Paolo e Carlo Primitivo di Manduria Riserva Sessantasei 66 2016,8.66,4.1
Le Cicale di Vincigliata Chianti 2015,12.28,3.3
Domaine de Bila-Haut Occultum Lapidem 2017,17.50,3.9
Barbera d'Asti Lavignone 2016,6.95,3.8
Haus Klosterberg Pinot Noir 2016,15.50,3.9
Altos R Crianza 2016,7.90,3.4
Costa Toscana 2013,28.17,3.9
Lagrein 2018,16.55,3.7
Canoe Ridge Estate Merlot 2014,28.35,3.8
Tavedo Douro 2016,8.33,3.3
Perlato del Bosco 2015,24.74,3.8
Tenuta Frescobaldi di Castiglioni 2017,17.06,4.2
Cabernet Sauvignon 2017,12.94,3.9
Vino Nobile di Montepulciano 2014,23.95,3.8
Solanera Viñas Viejas 2015,14.52,3.7
Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2016,34.89,4.3
Castello di Bibbione Chianti Classico Riserva 2013,23.65,3.9
Saga Bordeaux Rouge 2014,11.95,3.4
Reserva 2016,29.89,4.4
Saint-Émilion Grand Cru (Grand Cru Classé) 2008,49.95,4.1
Cantus Primus Fetească Neagră 2016,19.20,4.0
The Steading 2017,48.37,4.1
Don Cosimo Primitivo 2018,6.99,3.8
Le Cicale di Vincigliata Chianti 2016,12.28,3.6
Margaux 2011,34.07,3.8
Primitivo 2018,8.90,4.0
Ripa della Volta Valpolicella Ripasso 2015,20.27,4.2
Cordillera Reserva Especial Cabernet Sauvignon 2015,16.48,3.8
Palazzo della Torre 2016,13.55,4.0
Bin 28 Kalimna Shiraz 2016,42.50,4.1
Vino Nobile di Montepulciano Riserva 2013,17.45,3.8
Vecchie Viti Chianti Rùfina Riserva 2016,18.90,3.8
Pauillac (Grand Cru Classé) 2016,96.85,4.0
Nostre Païs Rouge 2015,30,3.7
Santenay 2016,23.29,4.0
Massaluca 2017,11.02,3.8
Svmma Varietalis Red Blend (Summa) 2005,19.45,4.1
Gigondas 2017,33,3.9
Pinot Noir 2015,15.69,3.8
Barolo 2011,38.70,4.2
Pauillac (Grand Cru Classé) 2016,166.45,4.5
Cabernet Sauvignon Reserva 2015,9.95,3.6
Poggio Valente 2016,23.18,4.0
Salzberg 2012,77,4.4
Altura Máxima Malbec 2014,102.41,4.3
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,1190,4.6
Gran Cave Merlot 2005,37.50,3.8
Prado Enea Gran Reserva 2010,53.42,4.3
Brunello di Montalcino 2013,26.09,4.1
Rouge (Gaston Hochar) 2001,35.97,4.2
Negroamaro 2018,7.50,3.9
Art Collection Crianza 2016,9.50,3.7
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,49.50,4.1
Negroamaro Salento Morgicchio 2012,15.51,3.7
Cabernet Sauvignon - Merlot 2018,6.69,3.3
Tributo Cabernet Sauvignon 2016,11.90,3.9
Merlot 2016,20.17,4.1
Cahors 2014,15.50,3.7
Altos de la Finca 2014,19.49,3.8
Corazón Loco Tinto 2018,5.50,3.4
Grand Malbec 2014,24.49,4.1
Ai Suma Barbera d'Asti 2015,65,4.4
Poggio Alle Nane Maremma Toscana 2016,65,4.3
Gran Malbec Mendoza 2014,33,3.9
Viña Tondonia Reserva 2007,28.95,4.1
Faithful Hound Red 2016,16.99,4.1
Pelagrilli Brunello di Montalcino 2011,38.01,3.9
Añada Roble 2016,7.36,3.7
The Black Shiraz 2018,12.52,3.6
Blooms Field Pinot Noir 2015,59,4.3
Rubizzo Toscana 2016,8.19,3.6
Cornas Les Arènes 2016,45.29,4.0
Diamond Label Shiraz 2018,9.40,3.2
Pinot Nero 2013,22.37,4.0
Susumaniello Salento 2016,8.80,3.7
Moser Family Cabernet Sauvignon 摩塞尔家族赤霞珠 2016,35,2.9
La Groletta Valpolicella Ripasso 2017,11.49,4.0
Pater Sangiovese 2017,10.69,3.5
Pessac-Léognan 2016,19.95,3.9
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,44.95,3.8
Lalande-de-Pomerol 2015,23.34,3.8
Caladessa Tinto 2015,11.70,3.7
Nero d'Avola 2016,4.95,3.4
Moulis-en-Médoc 2014,23.23,3.8
Saint-Émilion Grand Cru 2016,16.36,3.9
Eleanor Red Wine 2013,64.21,4.2
Anaperenna 2015,47.69,4.4
Roquers de Porrera 2013,41.71,4.2
Pinotage 2017,22.90,4.1
Fleur de Clinet Pomerol 2013,32.07,3.8
Rosso Piceno Superiore 2016,8.33,3.7
Légende (R) Bordeaux Rouge 2017,9.90,3.8
Purgatori Costers del Segre 2016,35.99,4.1
Valpolicella Ripasso 2018,12.95,3.8
Alicante Bouschet 2014,14.62,4.0
Labyrinth Cabernet Sauvignon 2016,12.18,3.8
Colheita Seleccionada Tinto 2017,7.27,3.6
Merlot 2016,12.25,3.6
Mount Edelstone Shiraz 2013,169,4.3
Spätburgunder 2016,8.90,3.6
Reserva Real 2011,99,3.9
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,96.95,4.3
Cabernet Sauvignon 2017,7.96,3.6
Tinto 2018,5.49,3.4
Barolo Cerretta 2010,51.41,4.1
Valdepeñas Reserva 2013,6.68,3.5
Reserva 2013,9.50,3.5
Veneto Alzero Cabernet 2007,349,4.6
Estate Cabernet Franc - Tannat (Varietales) 2016,14.29,3.8
Shiraz 2017,9.23,3.4
Three 2016,16.47,4.0
Rufo Douro Tinto 2017,9.25,3.7
Barón de Chirel Rioja Reserva 2013,72.75,4.4
Señorío de Cuzcurrita Rioja 2015,21.93,4.1
Cabernet Sauvignon 2017,12.99,3.6
Allomi Cabernet Sauvignon 2017,25.50,4.2
Big Game Malbec 2018,9.95,3.8
Limited Edition Syrah 2011,25.13,4.0
Serego Alighieri Possessioni Rosso del Veronese 2016,11.44,3.6
Broquel Cabernet Sauvignon 2017,10.50,3.6
Montepulciano d'Abruzzo 2016,17.50,4.1
Poggio alle Mura Rosso di Montalcino 2015,14.90,3.7
Le Cèdre 2014,36,4.0
Shiraz - Mourvedre 2016,9.50,3.8
5 Finques (Fincas) Reserva 2015,13.45,4.0
Sassicaia 2005,564.40,4.6
Poggio al Leone Morellino di Scansano Riserva 2013,24.57,3.9
Bordeaux 2016,8.90,3.3
Les Hauts du Tertre Margaux 2014,26.90,3.8
Post Scriptum (de Chryseia) Douro 2018,19.50,4.2
Shiraz - Mataro 2018,5.79,3.5
Châteauneuf-du-Pape Vieilles Vignes 2010,189,4.4
Nebbiolo Gavarini Langhe 2014,24.59,3.5
Rouge (Gaston Hochar) 2012,33.63,4.3
The Velvet Devil Merlot 2016,13.16,3.6
Bordeaux 2017,10.75,3.8
Nirvasco Barolo 2015,34.99,3.8
La Felisa 2018,24.85,4.2
El Chaparral de Vega Sindoa Old Vines Garnacha 2017,11,3.9
Salice Salentino Riserva 2016,6.45,3.8
Cannubi Barolo 2013,63.26,4.2
El Terroir 2014,18.50,3.9
Les Christins Vacqueyras 2015,17,3.8
Malbec 2018,8.19,3.8
Brolio Chianti Classico 2015,36,3.7
Pauillac (Grand Cru Classé) 2016,44.95,4.2
Zweigelt vom Haus 2017,8.69,3.8
Montepulciano d'Abruzzo 2017,6,3.2
Les Christins Vacqueyras 2017,15.90,3.9
Agostino Petri Chianti Classico Riserva 2016,19.40,4.1
Cipressi Nizza 2017,15.11,3.9
Haut-Médoc 2015,16.73,3.7
Barolo Percristina 2007,106.70,4.4
Canoe Ridge Estate Cabernet Sauvignon 2015,28.99,3.9
Saint-Julien (Grand Cru Classé) 2013,101.50,4.2
Syrah 2017,18.41,3.8
Pinot Noir 2014,40.26,3.8
Syrah L'Appel des Sereines 2017,11.90,3.8
Castello della Sala Pinot Nero 2016,56,4.2
Vigneti La Selvanella Chianti Classico Riserva 2014,13.95,3.9
Grande Passolo Rosso 2016,6.72,3.5
Durif 2017,25.45,4.0
Chianti 2016,6.97,3.2
Signature Shiraz 2018,6.50,3.5
Baccanera 2016,11.60,4.0
Mirto 2014,37.30,4.3
Single Vineyard Tempranillo 2018,5.72,3.3
Gran Selección Valdepeñas 2017,5.99,3.5
Ribera del Duero 14 Meses en Barrica 2015,32,3.9
Puro Corte 2017,16.95,3.8
Marlborough Pinot Noir 2016,22.50,3.7
Cirò Classico Rosso 2016,5.14,3.4
La Gioia Toscana 2013,44.90,4.3
Châteauneuf-du-Pape Cuvée Anonyme Rouge 2016,39.95,4.0
Brunello di Montalcino 2013,67.30,4.3
Aliotto Toscana 2016,9.99,3.4
Carmenère 2017,15.90,4.1
The Blend 2014,14.90,3.8
Valdepeñas Gran Reserva 2010,6.30,3.6
Rosso di Montalcino 2016,27.50,4.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,70.19,4.2
Alto Tajamar Syrah 2009,79.34,4.3
Tinto 2015,13.90,3.8
Toscana Rosso 2016,38.02,4.2
Barbaresco 2014,43.60,3.9
Merlot 2017,10.25,3.6
Reserva 2012,25.90,4.1
